StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,section,Q1.1,Q1.2,Q1.3,Q1.4,Q2.2,Q3.1,Q3.1_7_TEXT,Q3.2,Q3.3,Q3.3_6_TEXT,Q3.4_1,Q3.5_1,Q3.6,Q3.7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.1_6,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q7.3_6,Q7.4_1,Q7.4_2,Q7.4_3,Q7.4_4,Q7.4_5,Q7.4_6,Q7.4_7
##########,##########,IP Address,,100,428,TRUE,##########,,,,,,,,email,EN,2,,shamrock-rosemary,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,It helped build my computer science skills for my other interests",,"Took AP Calculus AB,Took other AP courses,Took other dual enrollment courses",Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biological Sciences,second major: Statistics and Data Science,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Always,Always,Always,Often,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
##########,##########,IP Address,,100,311,TRUE,##########,,,,,,,,email,EN,2,,silver-courgette,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,My parents encouraged me to,A teacher or other mentor encouraged me to",,Took AP Calculus AB,First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Sometimes,Always,Often,Always,Always,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Between 1 and 2 hours,Between 1 and 2 hours,Between 1 and 5 hours,Between 1 and 2 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,355,TRUE,##########,,,,,,,,email,EN,2,,sunglow-grape,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It was required for my major/minor,,"Took AP Calculus AB,Took AP Calculus BC",Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,SDS,Government,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Sometimes,Often,Rarely,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 1 and 2 hours,Less than 1 hour,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree
##########,##########,IP Address,,100,949,TRUE,##########,,,,,,,,email,EN,2,,tan-pomegranate,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"It was required for my major/minor,Curiosity or interest in computer science,My parents encouraged me to,A teacher or other mentor encouraged me to,It helped build my computer science skills for my other interests",,"Took a computer science or programming course not associated with AP or dual enrollment,Attended a workshop or other training in computer science (e.g., through your local library, community center, etc.)",Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Biological Sciences,Statistical and Data Sciences,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Sometimes,Always,Sometimes,Always,Sometimes,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,266,TRUE,##########,,,,,,,,email,EN,2,,timberwolf-rosemary,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,"Took AP Calculus AB,Took AP Calculus BC,Took other AP courses",Senior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Government,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Often,Always,Sometimes,Often,Always,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Between 1 and 5 hours,Between 1 and 2 hours,Between 5 and 10 hours,Less than 1 hour,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree
##########,##########,IP Address,,100,439,TRUE,##########,,,,,,,,anonymous,EN,2,,violet-jackfruit,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,"Took part in student groups related to computer science,Attended a workshop or other training in computer science (e.g., through your local library, community center, etc.)",First Year,,I am sure that I will NOT Declare a CS Major,I might or might not declare a CS Minor,Biology,Studio art,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Rarely,Always,Often,Often,Always,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree
##########,##########,IP Address,,100,461,TRUE,##########,,,,,,,,email,EN,2,,yellow-clementine,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,Took AP Calculus BC,First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,Always,Sometimes,Often,Often,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Less than 1 hour,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
##########,##########,IP Address,,100,334,TRUE,##########,,,,,,,,email,EN,2,,yellow-nut,,Section 2: 9:25 AM - 10:40 AM with Pablo Frank,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,NA,NA,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Rarely,Sometimes,Always,Sometimes,Never,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Between 1 and 5 hours,Less than 1 hour,Between 1 and 5 hours,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,17,40,FALSE,5/5/23 7:36,,,,,,,,email,EN,3,,blush-frisee,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##########,##########,IP Address,,100,230,TRUE,##########,,,,,,,,email,EN,3,,brown-jambul,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,It helped build my computer science skills for my other interests",,"Took AP Calculus AB,Took AP Calculus BC",Junior,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Mathematical Sciences,Jewish studies minor and archives concentration,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree
##########,##########,IP Address,,100,194154,TRUE,##########,,,,,,,,email,EN,3,,lavender-turnip,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Curiosity or interest in computer science,,,Senior,,I lean towards Declaring a CS Major,I might or might not declare a CS Minor,Economics,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,Always,Always,Always,Often,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Between 1 and 5 hours,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
##########,##########,IP Address,,65,430381,FALSE,##########,,,,,,,,email,EN,3,,magenta-pear,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,It helped build my computer science skills for my other interests,,"Took AP Calculus AB,Took AP Calculus BC,Took other AP courses,Took other dual enrollment courses",Sophomore,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Mathematical Statistics,Government,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##########,##########,IP Address,,100,473,TRUE,##########,,,,,,,,email,EN,3,,orange-cherry,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,Other (specify in the text area),I took this class in place of a major requirement,,Ada Comstock,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,American Studies,Archives Concentration,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Never,Always,Always,Often,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Between 5 and 10 hours,Between 1 and 5 hours,More than 10 hours,Between 1 and 5 hours,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree
##########,##########,IP Address,,100,463,TRUE,##########,,,,,,,,email,EN,3,,periwinkle-mulberry,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,My parents encouraged me to,It helped build my computer science skills for my other interests",,Took a computer science or programming course not associated with AP or dual enrollment,First Year,,I lean towards NOT Declaring a CS Major,I lean towards NOT Declaring a CS Minor,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Never,Often,Always,Rarely,Never,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Between 1 and 5 hours,Between 1 and 2 hours,Less than 1 hour,Between 1 and 2 hours,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
##########,##########,IP Address,,65,287964,FALSE,##########,,,,,,,,email,EN,3,,tumbleweed-mulberry,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"Curiosity or interest in computer science,My parents encouraged me to,It helped build my computer science skills for my other interests",,"Took AP Calculus AB,Took other AP courses",First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,prospective EALC or Asian American studies (if possible); China concentration,prospective studio art minor,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##########,##########,IP Address,,100,304,TRUE,##########,,,,,,,,email,EN,3,,white-nopale,,Section 3: 10:50 AM - 12:05 PM with Rosie Dutt,I agree and give my consent to participate in this project. I understand that participation is voluntary and that I may withdraw my consent at any time without penalty.,"A teacher or other mentor encouraged me to,Other (specify in the text area)",useful for STRIDE project,"Took AP Calculus AB,Took other AP courses,Took other dual enrollment courses",First Year,,I am sure that I will NOT Declare a CS Major,I am sure that I will NOT Declare a CS Minor,Chemistry,Classical Studies,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Always,Always,Often,Sometimes,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Between 1 and 2 hours,Between 1 and 2 hours,Between 1 and 2 hours,Less than 1 hour,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
